,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Color,Variety
5112,Les Combettes 2016,France,Côtes du Brian,Domaine Anne Gros & Jean-Paul Tollot,3.8,41,19.3,2016,Red,Unknown
5113,Les Escures 2018,France,Cahors,Mas del Périé - Fabien Jouves,3.6,41,13.0,2018,Red,Unknown
5114,Piroska Trocken 2019,Austria,Niederösterreich,Joiseph,4.1,41,12.87,2019,Red,Unknown
5115,Blutsbruder Für Immer Vereint Rot 2016,Germany,Rheinhessen,Karl May,3.8,41,12.62,2016,Red,Unknown
5116,Domini Douro 2018,Portugal,Douro,José Maria da Fonseca,3.5,41,12.52,2018,Red,Unknown
5117,Fronsac 2014,France,Fronsac,Château Moulin Haut-Laroque,3.9,41,19.45,2014,Red,Unknown
5118,Blaufränkisch 2017,Austria,Neusiedlersee,Heinrich,3.7,41,10.83,2017,Red,Blaufränkisch
5119,Vieilles Vignes Nuits-Saint-Georges 2017,France,Nuits-Saint-Georges,Domaine Truchetet,4.0,41,49.9,2017,Red,Unknown
5120,La Colomina 2016,France,Côtes Catalanes,Domaine la Casenove,3.7,41,9.65,2016,Red,Unknown
5121,Saint-Estèphe (Grand Cru Classé) 2017,France,Saint-Estèphe,Château Lafon-Rochet,3.6,41,48.64,2017,Red,Unknown
5122,Valdepila Tempranillo 2013,Spain,Ribera del Duero,Viñedos Milénico,4.0,41,22.2,2013,Red,Tempranillo
5123,Ferguson Vineyard 2015,United States,Columbia Valley,L'Ecole No 41,4.4,41,63.96,2015,Red,Fer
5124,Alta Colección Cabernet Sauvignon Mendoza 2018,Argentina,Mendoza,Bodega Piedra Negra,3.9,41,8.99,2018,Red,Cabernet Sauvignon
5125,Reserva Cabernet Sauvignon 2017,Chile,Colchagua Valley,Montes,3.6,41,8.69,2017,Red,Cabernet Sauvignon
5126,Côté Sud 2018,France,Côtes Catalanes,Domaine Lafage,3.6,41,7.85,2018,Red,Unknown
5127,Il Lemos Susumaniello 2018,Italy,Salento,Leone de Castris,3.6,41,8.63,2018,Red,Susumaniello
5128,Echézeaux Grand Cru 2013,France,Échezeaux Grand Cru,Louis Jadot - Domaine Gagey,4.2,41,222.13,2013,Red,Unknown
5129,Tempranillo 2018,Spain,Rioja,Hacienda Grimon,3.9,41,8.55,2018,Red,Tempranillo
5130,Côtes du Rhône Villages 2016,France,Côtes-du-Rhône-Villages,François Arnaud,3.7,41,8.53,2016,Red,Unknown
5131,Einstern Pinot Noir 2015,Germany,Mosel,Markus Molitor,3.7,41,22.22,2015,Red,Pinot Noir
5132,Rota de Cabral Tinto 2017,Portugal,Ribatejo,Ribeirinha,3.0,41,5.19,2017,Red,Unknown
5133,La Borde Côtes du Rhône 2017,France,Côtes-du-Rhône,Le Plan des Moines,3.8,41,6.73,2017,Red,Unknown
5134,Shiraz 2015,United States,California,Crane Lake,3.5,41,9.26,2015,Red,Shiraz
5135,Pomerol 2010,France,Pomerol,Château l'Eglise-Clinet,4.5,41,439.95,2010,Red,Unknown
5136,Pimpala Road Shiraz 2017,Australia,South Australia,Geoff Merrill,3.8,41,9.26,2017,Red,Shiraz
5137,Summa Edición Limitada 2015,Spain,Ribera del Duero,Portia,4.4,41,89.0,2015,Red,Unknown
5138,Cabernet - Shiraz 2018,Spain,La Mancha,Añoranza,3.2,41,4.44,2018,Red,Shiraz
5139,Pinot Noir 2017,United States,Russian River Valley,Paul Hobbs,4.4,41,69.0,2017,Red,Pinot Noir
5140,Cirò Rosso Classico 2017,Italy,Cirò,Tenuta dei Baroni Capoano,3.6,41,8.45,2017,Red,Unknown
5141,Vierlas 2015,Spain,Ribera del Queiles,Guelbenzu,3.6,41,5.95,2015,Red,Unknown
5142,Sunnae Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Col del Mondo,3.5,41,8.09,2018,Red,Montepulciano
5143,Saint-Émilion Grand Cru 2008,France,Saint-Émilion Grand Cru,Château Bellevue-Mondotte,4.4,41,257.35,2008,Red,Unknown
5144,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.3,41,167.95,2016,Red,Unknown
5145,Sud Negroamaro 2018,Italy,Salento,San Marzano,4.0,41,7.25,2018,Red,Negroamaro
5146,Tempranillo (Roble) 2018,Spain,Castilla,Las Corazas,3.4,41,4.75,2018,Red,Tempranillo
5147,Logistilla Nerello Mascalese 2018,Italy,Terre Siciliane,Luna Gaia,4.0,41,8.95,2018,Red,Nerello Mascalese
5148,Micina Nerello Mascalese 2018,Italy,Terre Siciliane,Cellaro,3.9,410,8.49,2018,Red,Nerello Mascalese
5149,Haut-Médoc (Grand Cru Classé) 2016,France,Haut-Médoc,Château Cantemerle,3.9,410,38.95,2016,Red,Unknown
5150,Bordeaux de Gloria 2016,France,Bordeaux,Château Gloria,3.5,410,9.7,2016,Red,Gloria
5151,Toscana Rosso 2013,Italy,Toscana,Collazzi,4.1,410,86.33,2013,Red,Unknown
5152,Listrac-Médoc 2016,France,Listrac-Médoc,Château Fourcas Dupré,3.7,410,15.45,2016,Red,Unknown
5153,Old Bush Vine Grenache (Samuel's Garden Collection) 2015,Australia,Barossa,Yalumba,3.8,411,20.76,2015,Red,Grenache
5154,Single Vineyard I Comunali Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Villalta,4.2,411,29.9,2015,Red,Unknown
5155,Bordeaux Supérieur 2016,France,Bordeaux Supérieur,Château Argadens,3.7,411,9.9,2016,Red,Unknown
5156,Asinone Vino Nobile di Montepulciano 2014,Italy,Vino Nobile di Montepulciano,Poliziano,4.1,411,35.9,2014,Red,Montepulciano
5157,Haut-Médoc 2015,France,Haut-Médoc,Château Paloumey,3.8,411,19.95,2015,Red,Unknown
5158,Haut-Médoc (Grand Cru Classé) 2013,France,Haut-Médoc,Château La Tour Carnet,3.8,411,36.33,2013,Red,Unknown
5159,Réserve del Conte 2017,Italy,Südtirol - Alto Adige,Manincor,3.9,411,16.21,2017,Red,Unknown
5160,Quinta da Leda Douro 2016,Portugal,Douro,Casa Ferreirinha,4.4,412,34.99,2016,Red,Unknown
5161,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Canon,4.4,412,138.95,2005,Red,Unknown
5162,Oak Aged Red Blend 2017,Spain,Navarra,Pago de Cirsus,3.8,412,5.75,2017,Red,Unknown
5163,Pinot Noir 2018,South Africa,Hemel-en-Aarde Valley,Hamilton Russell Vineyards,4.2,412,43.5,2018,Red,Pinot Noir
5164,Villa Antinori Rosso 2017,Italy,Toscana,Antinori,4.1,412,12.57,2017,Red,Unknown
5165,Saint-Julien (Grand Cru Classé) 2016,France,Saint-Julien,Château Lagrange,4.1,412,45.95,2016,Red,Unknown
5166,Médoc 2015,France,Médoc,Château Saint-Aubin,3.7,413,15.05,2015,Red,Unknown
5167,Buio 2018,Italy,Carignano del Sulcis,Mesa,3.6,413,16.59,2018,Red,Unknown
5168,Pomerol 2015,France,Pomerol,Château Chantalouette,3.9,413,31.19,2015,Red,Unknown
5169,Montagne-Saint-Émilion 2014,France,Montagne-Saint-Émilion,Château Tour Bayard,3.9,413,17.79,2014,Red,Unknown
5170,Appassite Rosso 2018,Italy,Veneto,Luna Argenta,4.3,413,9.95,2018,Red,Unknown
5171,Cabernet Sauvignon 2015,United States,Napa Valley,Robert Mondavi,4.0,4132,39.9,2015,Red,Cabernet Sauvignon
5172,Max Reserva Cabernet Sauvignon 2015,Chile,Aconcagua Valley,Errazuriz,3.8,4134,13.55,2015,Red,Cabernet Sauvignon
5173,Roble 2018,Spain,Ribera del Duero,Bodegas Vilano,3.8,414,8.1,2018,Red,Unknown
5174,Brunello di Montalcino 2012,Italy,Toscana,Fuligni,4.3,414,48.4,2012,Red,Brunello
5175,Barolo Serralunga 2015,Italy,Barolo,Pira Luigi,4.1,414,32.0,2015,Red,Unknown
5176,Peiragal Barbera d'Alba 2017,Italy,Barbera d'Alba,Marchesi di Barolo,4.2,414,17.5,2017,Red,Barbera
5177,Merlot (Reserva) 2018,Chile,Central Valley,Casillero del Diablo,3.6,4152,7.89,2018,Red,Merlot
5178,Saint-Julien 2015,France,Saint-Julien,Château du Glana,3.9,416,26.0,2015,Red,Unknown
5179,Pessac-Léognan 2010,France,Pessac-Léognan,Château Haut-Bailly,4.3,416,155.0,2010,Red,Unknown
5180,La Poja (Monovitigno Corvina Veronese) 2012,Italy,Verona,Allegrini,4.2,417,62.9,2012,Red,Corvina
5181,Vacqueyras 2015,France,Vacqueyras,Xavier Vignon,3.8,417,16.75,2015,Red,Unknown
5182,Paleo 2015,Italy,Toscana,Le Macchiole,4.4,417,96.52,2015,Red,Unknown
5183,Gianni Masciarelli Montepulciano d'Abruzzo 2016,Italy,Montepulciano d'Abruzzo,Masciarelli,3.7,417,8.25,2016,Red,Montepulciano
5184,Syrah 2014,South Africa,Swartland,Boekenhoutskloof,4.3,418,55.0,2014,Red,Syrah
5185,Gran Enemigo Single Vineyard Gualtallary Cabernet Franc 2014,Argentina,Gualtallary,El Enemigo,4.6,4180,82.86,2014,Red,Cabernet Franc
5186,Bordeaux Sélection Prestige Rouge 2016,France,Bordeaux,Barons de Rothschild (Lafite),3.7,419,18.95,2016,Red,Unknown
5187,Salice Salentino 2015,Italy,Salice Salentino,Varvaglione,4.0,419,11.5,2015,Red,Unknown
5188,Sapaio Bolgheri Superiore 2015,Italy,Bolgheri Superiore,Podere Sapaio,4.1,419,51.15,2015,Red,Unknown
5189,Nebbiolo Gavarini Langhe 2017,Italy,Langhe,Elio Grasso,3.8,419,22.89,2017,Red,Nebbiolo
5190,Imagine 2015,France,Ventoux,Vindemio,3.7,42,12.95,2015,Red,Unknown
5191,Nuits-Saint-Georges 1er Cru 'Les Murgers' 2011,France,Nuits-Saint-Georges 1er Cru 'Aux Murgers',Hudelot-Noëllat,4.1,42,77.5,2011,Red,Unknown
5192,Rust Tridendron Trocken 2016,Austria,Burgenland,Ernst Triebaumer,3.9,42,13.42,2016,Red,Unknown
5193,Listrac-Médoc 2016,France,Listrac-Médoc,Château Mayne Lalande,3.6,42,19.3,2016,Red,Unknown
5194,Las Pizarras Pinot Noir 2016,Chile,Aconcagua Costa,Errazuriz,4.1,42,92.0,2016,Red,Pinot Noir
5195,Moro 2015,Italy,Toscana,Montellori,3.3,42,12.45,2015,Red,Unknown
5196,Refosco Dal Peduncolo Rosso Veneto 2015,Italy,Veneto,Torresella,3.4,42,6.77,2015,Red,Refosco
5197,Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Giodo,4.5,42,95.53,2015,Red,Brunello
5198,Cuvèe St Valentin Lirac 2017,France,Lirac,Rocca Maura,4.0,42,11.74,2017,Red,Unknown
5199,Clos l'Hermitage Lalande de Pomerol 2014,France,Lalande-de-Pomerol,Bertin & Fils,3.9,42,19.29,2014,Red,Unknown
5200,Bordeaux 2018,France,Bordeaux,Les Hauts de Bel-Air,3.2,42,6.73,2018,Red,Unknown
5201,St. Magdalener Rondell 2018,Italy,Südtirol - Alto Adige,Franz Gojer,3.9,42,14.9,2018,Red,Unknown
5202,Galea Vernatsch 2017,Italy,Südtirol - Alto Adige,Nals Margreid,3.6,42,11.9,2017,Red,Unknown
5203,Garance Massif d'Uchaux 2017,France,Côtes-du-Rhône-Villages 'Massif d'Uchaux',La Cabotte,3.7,42,11.9,2017,Red,Unknown
5204,Brunello di Montalcino Montosoli 2015,Italy,Brunello di Montalcino,Altesino,4.4,42,79.95,2015,Red,Brunello
5205,Barbera d'Alba Superiore 2017,Italy,Barbera d'Alba,Renzo Seghesio,4.0,42,15.0,2017,Red,Barbera
5206,Koiné Etna Rosso 2012,Italy,Etna,Antichi Vinai,3.8,42,21.29,2012,Red,Unknown
5207,I Scuri Merlot 2018,Italy,Venezia,Borgo Molino,3.8,42,7.4,2018,Red,Merlot
5208,Stielle Gran Selezione Chianti Classico 2015,Italy,Chianti Classico,Rocca di Castagnoli,4.2,42,32.07,2015,Red,Unknown
5209,Merlot 2017,South Africa,Stellenbosch,Delheim,3.5,42,13.9,2017,Red,Merlot
5210,In Signo Sagittarii 2011,Austria,Burgenland,Heribert Bayer,4.1,42,33.8,2011,Red,Unknown
5211,La Maîtresse 2018,France,Malepère,La Louvière,3.8,42,12.49,2018,Red,Unknown
5212,Italian Collection Nabucco 2013,South Africa,Stellenbosch,Morgenster Estate,4.1,42,36.5,2013,Red,Italia
5213,Pinot Noir 2017,Austria,Burgenland,Paul Achs,3.9,42,31.02,2017,Red,Pinot Noir
5214,Île des Vergelesses Pernand-Vergelesses 1er Cru Rouge 2017,France,Pernand-Vergelesses Premier Cru,Chandon de Briailles,4.2,42,69.0,2017,Red,Unknown
5215,Sello del Rey Tempranillo 2014,Spain,Castilla,Munoz,3.3,42,21.93,2014,Red,Tempranillo
5216,Chianti Classico Gran Selezione 2006,Italy,Chianti Classico,Isole e Olena,4.6,42,212.92,2006,Red,Unknown
5217,Bordeaux Supérieur Merlot 2015,France,Bordeaux Supérieur,Château Saby,3.7,42,8.72,2015,Red,Merlot
5218,Fossati Barolo 2011,Italy,Barolo,Enzo Boglietti,4.0,42,59.0,2011,Red,Unknown
5219,Merlot 2018,Italy,Südtirol - Alto Adige,Tramin,3.6,42,9.4,2018,Red,Merlot
5220,Châteauneuf-du-Pape 2018,France,Châteauneuf-du-Pape,Armand Dartois,3.8,42,21.5,2018,Red,Unknown
5221,Pomerol 2016,France,Pomerol,Château Gombaude-Guillot,4.2,42,67.6,2016,Red,Unknown
5222,Blaufränkisch Alter Berg 2015,Austria,Neusiedlersee-Hügelland,Heinrich,3.8,42,50.47,2015,Red,Blaufränkisch
5223,Reserve Blaufränkisch 2016,Austria,Carnuntum,Weingut Trapl,3.8,42,16.21,2016,Red,Blaufränkisch
5224,Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Léoville Las Cases,4.3,42,232.98,2017,Red,Unknown
5225,Trittico 2017,Italy,Toscana,Poggio Al Sole,3.7,42,10.0,2017,Red,Unknown
5226,Tempranillo Trocken 2017,Germany,Pfalz,Weingut Metzger,4.2,42,22.0,2017,Red,Tempranillo
5227,Cuvée Passion Bordeaux 2015,France,Bordeaux,Château Tour de Mirambeau,4.1,42,18.5,2015,Red,Unknown
5228,Côtes du Rhône 2018,France,Côtes-du-Rhône,Château Mont-Redon,3.8,42,10.23,2018,Red,Unknown
5229,Toreye Spätburgunder Trocken 2017,Germany,Pfalz,Eymann,4.0,42,16.9,2017,Red,Unknown
5230,Marsannay 'Les Echezots' 2014,France,Marsannay,Domaine Ballorin,3.6,42,31.48,2014,Red,Unknown
5231,Centenario Reserva Cabernet Sauvignon 2016,Argentina,San Rafael,Goyenechea,3.1,42,10.99,2016,Red,Cabernet Sauvignon
5232,Mamuthone Cannonau di Sardegna 2017,Italy,Cannonau di Sardegna,Giuseppe Sedilesu,4.0,42,15.4,2017,Red,Unknown
5233,Saintem Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Denis Durantou,3.7,42,19.95,2015,Red,Unknown
5234,The Villain Cabernet Sauvignon 2017,Australia,McLaren Vale,Hugh Hamilton,3.8,42,17.35,2017,Red,Cabernet Sauvignon
5235,Retreat Shiraz - Grenache 2017,Australia,South Australia,Scotts Creek,3.6,42,9.37,2017,Red,Shiraz
5236,Côtes-du-Rhône 2019,France,Côtes-du-Rhône,M. Chapoutier,3.9,42,9.37,2019,Red,Unknown
5237,Pinot Noir 2018,South Africa,Stellenbosch,Meerlust,4.0,42,23.9,2018,Red,Pinot Noir
5238,Plenum Amarone della Valpolicella 2012,Italy,Amarone della Valpolicella,Villa Canestrari,4.4,42,47.77,2012,Red,Unknown
5239,Dicker Franz Blaufränkisch 2012,Germany,Baden,Burg Ravensburg,4.1,42,31.09,2012,Red,Blaufränkisch
5240,Barolo 2013,Italy,Barolo,Bera,4.1,42,27.2,2013,Red,Unknown
5241,The Minotaur 2016,South Africa,Western Cape,Doolhof Wine Estate,3.7,42,24.5,2016,Red,Unknown
5242,Rioja La Vendimia 2018,Spain,Rioja,Palacios Remondo,3.9,420,9.26,2018,Red,Unknown
5243,Tempranillo 2018,Spain,Ribera del Duero,Torremorón,3.8,420,7.0,2018,Red,Tempranillo
5244,Carmenère 2018,Chile,Colchagua Valley,Veramonte,3.7,420,8.5,2018,Red,Unknown
5245,Barolo Riserva 2012,Italy,Barolo,Borgogno,4.2,420,137.81,2012,Red,Unknown
5246,Saint-Julien (Grand Cru Classé) 2010,France,Saint-Julien,Château Léoville Las Cases,4.6,421,316.95,2010,Red,Unknown
5247,Impari Nero d'Avola 2013,Italy,Terre Siciliane,Zabu,4.2,421,17.5,2013,Red,Nero d'Avola
5248,Premium Pinot Noir 2016,New Zealand,Marlborough,Saint Clair,3.6,421,18.86,2016,Red,Pinot Noir
5249,Terre Brune Superiore Carignano del Sulcis 2015,Italy,Carignano del Sulcis,Santadi,4.2,421,36.45,2015,Red,Carignan
5250,Barolo 2013,Italy,Barolo,Fontanafredda,3.7,4210,47.53,2013,Red,Unknown
5251,Cabernet Sauvignon (Cs) 2017,United States,Columbia Valley,Substance,3.7,4216,23.9,2017,Red,Cabernet Sauvignon
5252,Maestro Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Vivaldi,4.1,422,41.92,2015,Red,Unknown
5253,Domaine Grand Veneur Côtes du Rhône Les Champauvins 2017,France,Côtes-du-Rhône,Alain Jaume,3.9,422,9.7,2017,Red,Unknown
5254,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château Canon-La-Gaffelière,4.3,423,109.95,2015,Red,Unknown
5255,Charles Wetmore Cabernet Sauvignon 2017,United States,Livermore Valley,Wente,4.0,423,18.2,2017,Red,Cabernet Sauvignon
5256,Montepulciano d'Abruzzo Colline Teramane 2012,Italy,Montepulciano d'Abruzzo Colline Teramane,Farnese,3.9,423,19.3,2012,Red,Montepulciano
5257,Dolcetto d'Alba 2018,Italy,Dolcetto d'Alba,G.D. Vajra,3.8,423,12.62,2018,Red,Dolcetto
5258,Toscana Torrione 2015,Italy,Toscana,Petrolo,3.7,423,19.35,2015,Red,Unknown
5259,Buio Buio 2014,Italy,Carignano del Sulcis,Mesa,4.0,424,35.09,2014,Red,Unknown
5260,Malbec Reserva 2013,Argentina,Mendoza,Argento,3.5,424,18.79,2013,Red,Malbec
5261,Shiraz 2016,South Africa,Citrusdal Mountain,Cederberg,4.1,424,27.82,2016,Red,Shiraz
5262,Ribera del Duero Reserva 2010,Spain,Ribera del Duero,Condado de Haza,3.9,424,24.27,2010,Red,Unknown
5263,Gran Corte 2011,Argentina,Vista Flores,Flechas de los Andes,4.0,425,35.77,2011,Red,Unknown
5264,Pierneef Collection Shiraz - Viognier 2017,South Africa,Franschhoek,La Motte Wine Estate,4.1,425,17.89,2017,Red,Shiraz
5265,Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Valdicava,4.4,426,67.8,2012,Red,Brunello
5266,Les Cépages Pinot Noir 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.5,426,6.97,2018,Red,Pinot Noir
5267,Poggio Bestiale 2012,Italy,Maremma Toscana,Fattoria di Magliano,3.8,426,24.99,2012,Red,Unknown
5268,Listrac-Médoc 2010,France,Listrac-Médoc,Château Fourcas-Borie,3.7,426,19.5,2010,Red,Unknown
5269,Terroir Series Ambrosia Malbec 2015,Argentina,Mendoza,Trapiche,4.4,426,31.9,2015,Red,Malbec
5270,Kadette Cape Blend 2018,South Africa,Stellenbosch,Kanonkop,3.8,427,12.6,2018,Red,Unknown
5271,Gran Maestro Primitivo di Manduria 2016,Italy,Primitivo di Manduria,Maestro Italiano,3.8,427,8.61,2016,Red,Primitivo
5272,Lalande-de-Pomerol 2014,France,Lalande-de-Pomerol,Château La Fleur de Boüard,3.8,427,31.9,2014,Red,Unknown
5273,Chianti Classico Riserva 2015,Italy,Chianti Classico,Brancaia,4.1,427,23.29,2015,Red,Unknown
5274,Casal Mor Special Selection Tinto 2016,Portugal,Dão,Caves Primavera,3.2,427,6.33,2016,Red,Unknown
5275,Novas Gran Reserva Cabernet Sauvignon 2016,Chile,Maipo Valley,Emiliana,3.6,428,10.5,2016,Red,Cabernet Sauvignon
5276,Lalande-de-Pomerol 2013,France,Lalande-de-Pomerol,Château La Fleur de Boüard,3.9,428,29.5,2013,Red,Unknown
5277,Pinot Noir Reserva 2016,Chile,Casablanca Valley,Casas del Bosque,3.7,428,11.95,2016,Red,Pinot Noir
5278,Diamond Collection Cabernet Sauvignon (Ivory Label) 2017,United States,Napa Valley,Francis Ford Coppola,3.9,4280,24.75,2017,Red,Cabernet Sauvignon
5279,Monte Clavijo Rioja Tempranillo 2016,Spain,Rioja,Castillo Clavijo,3.5,429,5.51,2016,Red,Tempranillo
5280,Alicante Bouschet - Cabernet Sauvignon 2015,Portugal,Lisboa,Brutalis,4.2,429,27.9,2015,Red,Alicante Bouschet
5281,120 Cabernet Sauvignon 2018,Chile,Central Valley,Santa Rita,3.5,429,6.33,2018,Red,Cabernet Sauvignon
5282,Reserva 2014,Spain,Ribera del Duero,Protos,4.2,429,25.85,2014,Red,Unknown
5283,Gabarinza 2015,Austria,Burgenland,Heinrich,4.1,429,42.5,2015,Red,Unknown
5284,Cannubi Barolo 2015,Italy,Barolo,Marchesi di Barolo,4.2,43,47.77,2015,Red,Unknown
5285,Pinot Noir 2016,Germany,Mosel,Maximin Grünhaus,3.9,43,31.1,2016,Red,Pinot Noir
5286,Margaux (Grand Cru Classé) 2017,France,Margaux,Château Ferrière,3.8,43,46.79,2017,Red,Unknown
5287,Barolo Brunate 2015,Italy,Barolo,Vietti,4.3,43,163.93,2015,Red,Unknown
5288,Edição Especial Tinto 2015,Portugal,Dão,Cabriz,4.2,43,16.48,2015,Red,Unknown
5289,Rocche dei 7 Fratelli Barbaresco 2014,Italy,Barbaresco,Lodali,3.8,43,21.9,2014,Red,Unknown
5290,Lirac Le Classique Rouge 2016,France,Lirac,La Rocalière,3.9,43,12.18,2016,Red,Unknown
5291,Urbulle 2014,Germany,Pfalz,Weingut Metzger,3.8,43,18.95,2014,Red,Unknown
5292,Recher Herrenberg Spätburgunder 2014,Germany,Ahr,Jean Stodden,3.7,43,28.01,2014,Red,Unknown
5293,Conte Giangirolamo 2016,Italy,Puglia,Girolamo,4.3,43,31.59,2016,Red,Unknown
5294,Gevrey-Chambertin 2014,France,Gevrey-Chambertin,Labouré-Roi,3.3,43,48.9,2014,Red,Unknown
5295,Pago del Conde 2012,Spain,Castilla y León,Ermita del Conde,4.0,43,28.9,2012,Red,Unknown
5296,Syrah 2015,Portugal,Alentejano,Monte da Caçada,4.0,43,9.75,2015,Red,Syrah
5297,Fincas Valdemacuco Crianza 2015,Spain,Ribera del Duero,Bodegas Valdemar,4.0,43,19.79,2015,Red,Unknown
5298,Pewter Series Shiraz 2016,Australia,Barossa Valley,Tempus Two,3.8,43,19.95,2016,Red,Shiraz
5299,Martin Melck Cabernet Sauvignon 2012,South Africa,Stellenbosch,Muratie,3.9,43,17.29,2012,Red,Cabernet Sauvignon
5300,Verrenberg Butzen Lemberger Trocken 2012,Germany,Württemberg,Fürst Hohenlohe Oehringen,3.5,43,9.0,2012,Red,Unknown
5301,Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Barrail du Blanc,3.9,43,24.9,2016,Red,Unknown
5302,I Galli Valpolicella Ripasso Classico Superiore 2010,Italy,Valpolicella Ripasso,Le Ragose,3.7,43,16.76,2010,Red,Unknown
5303,Shiraz 2017,South Africa,Stellenbosch,Kaapzicht,4.0,43,14.95,2017,Red,Shiraz
5304,Handwerk Spätburgunder 2018,Germany,Ahr,Julia Bertram,3.7,43,11.95,2018,Red,Unknown
5305,Malbec 2016,France,Pays d'Oc,Leval,3.6,43,5.69,2016,Red,Malbec
5306,Blaufränkisch 2017,Austria,Carnuntum,Markowitsch,3.6,43,8.24,2017,Red,Blaufränkisch
5307,Reserva Malbec 2016,Chile,Colchagua Valley,Caliterra,3.0,43,7.9,2016,Red,Malbec
5308,Châteauneuf-du-Pape 2018,France,Châteauneuf-du-Pape,Domaine de la Solitude,4.4,43,30.0,2018,Red,Unknown
5309,Pinot Noir 2018,South Africa,Elgin,Paul Cluver,4.1,43,21.04,2018,Red,Pinot Noir
5310,Exclusive Blend 2014,South Africa,Stellenbosch,Peter Falke,4.0,43,29.5,2014,Red,Unknown
5311,Hermitage Rouge 2004,France,Hermitage,Tardieu-Laurent,4.4,43,69.95,2004,Red,Unknown
5312,Mencia 2011,Spain,Ribeira Sacra,Algueira,3.8,43,13.35,2011,Red,Mencia
5313,Pic-Saint-Loup 2017,France,Pic-Saint-Loup,Mortiès,3.8,43,16.9,2017,Red,Unknown
5314,Recher Herrenberg Spätburgunder 2016,Germany,Ahr,Jean Stodden,4.1,43,29.9,2016,Red,Unknown
5315,Côte de Beaune-Villages 2017,France,Côte de Beaune Villages,Louis Latour,3.6,43,22.49,2017,Red,Unknown
5316,Bandol Rouge 2011,France,Bandol,Domaine de la Tour du Bon,4.0,43,35.9,2011,Red,Unknown
5317,Merlot 2016,Italy,Sicilia,Stemmari,3.5,43,4.73,2016,Red,Merlot
5318,Corton Grand Cru Pougets 2016,France,Corton Grand Cru,Louis Jadot,4.3,43,96.03,2016,Red,Unknown
5319,Pessac-Léognan 2005,France,Pessac-Léognan,Château Branon,4.3,43,119.95,2005,Red,Unknown
5320,Chateauneuf-du-Pape Adrastée Rouge 2015,France,Châteauneuf-du-Pape,Les Halos de Jupiter,4.4,43,48.64,2015,Red,Unknown
5321,Côtes du Rhône Nature 2018,France,Côtes-du-Rhône,Clos du Caillou,3.7,43,19.3,2018,Red,Unknown
5322,Magnoux Faugères 2015,France,Faugères,Saint Antonin,3.9,43,17.9,2015,Red,Unknown
5323,Vigneto Bordini Barbaresco 2017,Italy,Barbaresco,La Spinetta,4.0,43,38.02,2017,Red,Unknown
5324,Gigondas Le Claux 2009,France,Gigondas,Château de Saint Cosme,4.1,43,49.95,2009,Red,Unknown
5325,Cannonau di Sardegna 2015,Italy,Cannonau di Sardegna,Vinicola Cherchi,3.4,43,12.9,2015,Red,Unknown
5326,Barolo 2011,Italy,Barolo,Casetta,3.8,43,29.95,2011,Red,Unknown
5327,Emeritvs (Emeritus) 1998,Spain,Dominio de Valdepusa,Marqués de Griñon,4.5,43,53.29,1998,Red,Unknown
5328,Heideboden 2018,Austria,Heideboden,Anita Nittnaus Hans,3.7,43,12.87,2018,Red,Unknown
5329,Dolcetto d'Acqui 2018,Italy,Dolcetto d'Acqui,Tenimenti Ca'Bianca,3.1,43,6.75,2018,Red,Dolcetto
5330,Vineyard Selection Cabernet Sauvignon (Barrel Matured) 2017,South Africa,Stellenbosch,Kleine Zalze,3.9,430,15.5,2017,Red,Cabernet Sauvignon
5331,Lilium Governo 2016,Italy,Toscana,Melini,3.8,430,6.49,2016,Red,Unknown
5332,Z 2015,South Africa,Stellenbosch,De Toren,4.3,430,28.5,2015,Red,Unknown
5333,Diamond Collection Syrah - Shiraz (Green Label) 2016,United States,Napa Valley,Francis Ford Coppola,3.9,431,21.5,2016,Red,Shiraz
